"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0033674","GO:0033674","positive regulation of kinase activity","138/3609","404/14366",2.41578571248676e-05,0.00442390758599137,0.00373413719176818,"PARK7/MTOR/EPHA2/EPHB2/CCN1/RAP1A/JTB/CKS1B/EFNA1/DUSP12/ADORA1/CHI3L1/TGFB2/AGT/ADAM17/SPDYA/CALM2/ETAA1/TGFA/MERTK/DUSP19/STRADB/CAB39/COPS8/CAMK1/TGFBR2/MST1R/DOCK3/EPHA6/RYK/P2RY12/KIT/KDR/EPHA5/MOB1B/EPGN/EREG/AREG/BTC/PKD2/SNCA/BMPR1B/CENPE/FGF2/FBXW7/PDGFC/VEGFC/ACSL1/PRRC1/FGF1/CSF1R/PDGFRB/NEDD9/EDN1/DDR1/CCND3/TPD52L1/MAP3K5/SNX9/MAP3K4/PDGFA/EGFR/PPP1R9A/ARHGEF5/TNFRSF10A/CLU/NBN/ANGPT1/ADCY8/VLDLR/SYK/TNFSF15/ABL1/ABI1/NRG3/AFAP1L2/ADAM8/CD81/AMBRA1/MADD/ZFP91/INCENP/MAP3K11/CCND1/NOX4/MRE11/TIRAP/GPRC5A/ERBB3/AGAP2/HMGA2/TAOK3/PIBF1/AJUBA/PRKD1/FERMT2/CALM1/AKT1/RASGRP1/THBS1/TYRO3/MAP2K1/IQGAP1/IGF1R/MLST8/PDPK1/EMP2/GPRC5B/TAOK2/NOD2/VAC14/TRAF4/SRCIN1/CDC6/MAPT/ITGB3/TOM1L1/ACE/GPRC5C/MALT1/TNFRSF11A/MAP2K2/AXL/TGFB1/CALM3/ANGPT4/CDC25B/PRNP/BMP2/TPX2/STK4/SDC4/PTPN1/CASS4/EEF1A2/CARD10/PDGFB/MAGED1",138
"GO:0043588","GO:0043588","skin development","74/3609","192/14366",2.50409811723321e-05,0.00444667120211715,0.00375335153201877,"ERRFI1/KAZN/EPHA2/CLIC4/SFN/ELOVL1/DHCR24/TXNIP/FLG/GBA/ASH1L/GORAB/TGFB2/CHML/ASPRV1/COL5A2/FLNB/TP63/CLDN1/LDB2/EREG/PALLD/ITGA2/SPINK5/FOXC1/LTB/LATS1/PDGFA/EGFR/CLDN4/COL1A2/ASAH1/FZD3/FZD6/EXT1/SHARPIN/ANXA1/SLC27A4/COL5A1/AKR1C3/MACROH2A2/PAX6/YAP1/EXPH5/WNT10B/CYP27B1/TNFRSF19/ATP8A2/SCEL/PRKCH/SGPP1/ZFP36L1/MAP2K1/TRADD/CDH3/KRT16/JUP/ITGA3/SOX9/ITGB4/EVPL/APCDD1/ROCK1/GATA6/SMAD4/COL5A3/RYR1/FERMT1/SRSF6/STK4/SLC2A10/LAMA5/ATP7A/NSDHL",74
"GO:0050673","GO:0050673","epithelial cell proliferation","120/3609","344/14366",2.80673839138914e-05,0.00482777880567921,0.00407503729259684,"ERRFI1/PIK3CD/MTOR/EPHA2/RAP1GAP/RPS6KA1/SFN/ATP5IF1/TGFBR3/F3/PYGO2/VASH2/TGFB2/ID2/ADAM17/XDH/RTN4/TGFA/ACVR2A/FAP/ITGA4/STAT1/FZD7/NRP2/PTPRN/PPARG/IFT57/GATA2/IL12A/TP63/CLDN1/KIT/KDR/EPGN/EREG/AREG/NKX6-1/FGF2/FBXW7/VEGFC/ISL1/FGF1/SERPINB1/BMP6/PPARD/GJA1/TNFAIP3/TWIST1/HOXA5/EGFR/DLX6/PTN/LOXL2/SFRP1/SNAI2/EYA1/PEX2/OSR2/CCN3/HAS2/CDKN2B/TGFBR1/NR4A3/GATA3/JCAD/NRP1/ALOX5/TCF7L2/PAX6/MDK/VEGFB/CCND1/YAP1/SIDT2/WNT10B/STAT6/SCARB1/RB1/EDNRB/MMP14/BCL2L2/TINF2/PRKD1/SIX1/SIX4/HIF1A/ZFP36L1/PGF/AKT1/THBS1/MAP2K1/SMAD3/PDPK1/NUPR1/NOD2/CDH3/CDH13/WFDC1/NF1/STAT5A/GRN/ITGB3/NOG/SOX9/PTPRM/UHRF1/TGFB1/FUT1/FERMT1/BMP2/ID1/SRSF6/TBX1/MAPK1/HMOX1/PDGFB/WDR13/MAGED1/ATP7A/APLN",120
"GO:0031589","GO:0031589","cell-substrate adhesion","114/3609","324/14366",2.88348563479133e-05,0.00482777880567921,0.00407503729259684,"VAMP3/RCC2/SLC9A1/TESK2/CCN1/ITGA10/EFNA1/THBS3/LAMB3/USH2A/NID1/EMILIN1/MERTK/ITGA4/FZD7/SNED1/CCDC80/GSK3B/APOD/KDR/NDNF/CCL28/ITGA2/PIK3R1/RASA1/NEDD9/CARMIL1/DDR1/PPARD/BVES/CCN2/CD36/SERPINE1/PTN/DLC1/SFRP1/ANGPT1/HAS2/KANK1/CDKN2A/TESK1/MEGF9/ABL1/RSU1/NRP1/COL13A1/PLAU/SORBS1/COL17A1/PARVA/HSD17B12/MDK/PTPRJ/LPXN/PPFIA1/CTTN/JAM3/PTPRO/ITGA7/CD63/NTN4/CORO1C/MMP14/AJUBA/NID2/FERMT2/FBLN5/FMN1/THBS1/TYRO3/ONECUT1/SMAD6/SMAD3/CORO2B/PEAK1/IQGAP1/PDPK1/EMP2/TAOK2/CORO1A/CDH13/FOXF1/MINK1/NF1/SRCIN1/JUP/DUSP3/ITGA2B/ITGB3/ITGA3/ITGB4/UNC13D/ACTG1/P4HB/ROCK1/ONECUT2/DAPK3/COL5A3/AXL/BCAM/FUT1/MYADM/FERMT1/RIN2/ID1/STK4/SDC4/CASS4/LAMA5/ITGB2/RAC2/PDGFB/FBLN1/GPM6B",114
"GO:0048762","GO:0048762","mesenchymal cell differentiation","79/3609","209/14366",3.04406694368879e-05,0.00495506452500453,0.0041824767743841,"MTOR/MAD2L2/PHACTR4/PEF1/TRIM62/TGFBR3/SEMA6C/S100A4/EFNA1/TGFB2/RTN4/SEMA4C/POLR1B/STAT1/NRP2/GBX2/EOMES/TGFBR2/TASOR/USF3/GSK3B/LEF1/PITX2/SPRY1/DAB2/ISL1/SEMA6A/HNRNPAB/FOXC1/EDN1/CITED2/TWIST1/SEMA3A/LOXL2/SFRP1/SNAI2/SDCBP/EXT1/HAS2/TGFBR1/OLFM1/GATA3/BAMBI/NRP1/DLG5/SEMA4G/TCF7L2/MDK/FOLR1/HMGA2/ALX1/CORO1C/TBX3/EDNRB/FOXA1/FERMT2/HIF1A/SEMA6D/SMAD3/SOX8/TGFB1I1/RFLNB/NOG/SOX9/MCRIP1/ROCK1/CDH2/SMAD2/SMAD7/SMAD4/SEMA6B/SPRED3/TGFB1/BMP2/LAMA5/TBX1/MAPK1/SOX10/AMER1",79
"GO:0048667","GO:0048667","cell morphogenesis involved in neuron differentiation","164/3609","496/14366",3.32538513682555e-05,0.00526669105453992,0.00444551486712468,"EPHA2/EPHB2/LYPLA2/DOCK7/LPAR3/AMIGO1/NGF/SEMA6C/EFNA4/EFNA3/EFNA1/LHX4/LAMC2/LHX9/PLXNA2/GDF7/SPAST/RTN4/SEMA4C/TTL/ITGA4/HECW2/TRAK2/NRP2/DOCK10/NGEF/GBX2/GORASP1/TRAK1/ROBO2/EPHA6/GAP43/GSK3B/PLXNA1/PLXND1/RYK/PLS1/SHOX2/SKIL/TNIK/UCHL1/EPHA5/RUFY3/NKX6-1/BMPR1B/PPP3CA/PALLD/SLC1A3/ISL1/FOXD1/SEMA6A/SLIT3/TUBB2B/PHACTR1/TPBG/FYN/TIAM2/HOXA2/GLI3/COBL/SEMA3A/PPP1R9A/PLXNA4/PTN/LZTS1/FZD3/KIF13B/CFAP418/EXT1/VLDLR/STXBP1/ABL1/OLFM1/NSMF/GATA3/ABI1/KIF5B/NRP1/ZNF365/MYPN/ZFYVE27/SEMA4G/SHTN1/APBB1/EIF4G2/PAX6/CFL1/CTTN/MYO7A/PICALM/NECTIN1/ROBO3/ROBO4/FEZ1/PTPRO/SLC11A2/KIF5A/PLXNC1/ATP8A2/SPART/RB1/POU4F1/SLITRK6/SLITRK5/FARP1/NFATC4/ATL1/NIN/NRXN3/FLRT2/RPS6KA5/CYFIP1/SEMA6D/NEDD4/ADAM10/MAP2K1/NPTN/SIN3A/ISL2/METRN/TAOK2/FBXO31/MINK1/EFNB3/ARHGAP44/TRPV2/SARM1/LHX1/SRCIN1/CNP/MAPT/WNT3/IGF2BP1/NOG/TANC2/NPTX1/LAMA1/PTPRM/AFG3L2/LAMA3/CDH2/RNF165/SMAD4/NEDD4L/SEMA6B/PTPRS/RAB8A/BRSK1/LZTS3/ID1/B4GALT5/PARD6B/LAMA5/S100B/NEFH/RAC2/IL1RAPL1/USP9X/OPHN1/PAK3/SLC9A6/MCF2/SLITRK4/GDI1",164
"GO:0007265","GO:0007265","Ras protein signal transduction","108/3609","305/14366",3.41703509411876e-05,0.00526942780303577,0.0044478249050593,"GNB1/PLEKHG5/PARK7/MFN2/EPHB2/WASF2/PHACTR4/DHCR24/JUN/ARHGAP29/RAP1A/NGF/SETDB1/DENND4B/TGFB2/ITPKB/RAB4A/CDC42EP3/GPR17/CUL3/FARP2/BRK1/IQSEC1/HEG1/MRAS/RAP2B/PLD1/FGF2/SPRY1/PLK2/CCDC125/F2R/F2RL1/RASGRF2/RASA1/PDGFRB/G3BP1/SQSTM1/WASF1/CYTH3/COL1A2/PRAG1/DLC1/PPP2CB/SDCBP/DENND3/KANK1/CDKN2A/CTNNAL1/LPAR1/ABL1/RAPGEF1/NET1/NRP1/PLCE1/SHTN1/RRAS2/ARHGAP1/MADD/CFL1/RAB30/ARHGAP42/RDX/USP28/CBL/ARHGEF12/ARHGDIB/EPS8/RAPGEF3/CDK2/KCTD10/RB1/LPAR6/PRKD1/RHOJ/RAB15/GPR65/CYFIP1/RASGRP1/C15orf62/RHOV/RASGRF1/CDH13/ARHGAP44/FLCN/KSR1/NF1/KPNB1/ITGA3/LRRC59/CDC42EP4/GRB2/TIMP2/ARHGDIA/RALBP1/ROCK1/ARHGEF18/MYO9B/EPS8L1/STMN3/RAC2/CYTH4/SH3BP1/OPHN1/LPAR4/RAB33A/RAP2C/GDI1",108
"GO:0001655","GO:0001655","urogenital system development","106/3609","299/14366",3.80502359543186e-05,0.0057172918639053,0.00482585853574475,"CASP9/EPHB2/PYGO2/PBX1/TGFB2/NUP133/AGT/NID1/KIF26B/HOXD13/STAT1/COL4A4/RARB/ROBO2/SEC61A1/GATA2/PLXND1/MME/TIPARP/TP63/PROM1/PKD2/FGF2/SPRY1/HPGD/ADAMTS16/NIPBL/FOXD1/GCNT4/FGF1/PDGFRB/FOXC1/BMP6/TBX18/PDGFA/GLI3/PODXL/SFRP1/PLAG1/EYA1/OSR2/ANGPT1/EXT1/HAS2/ANXA1/PCSK5/TGFBR1/ASS1/GATA3/NRP1/ARID5B/PSAP/DLG5/PLCE1/DCHS1/WT1/FADD/YAP1/DYNC2H1/KIRREL3/PTPRO/KCNJ8/TNS2/FREM2/FOXA1/SIX1/SIX4/TMED10/FMN1/MYO1E/GCNT3/SMAD6/SMAD3/STRA6/CTSH/IQGAP1/SOX8/GLIS2/SALL1/FOXF1/FLCN/NF1/AP2B1/LHX1/WNK4/HOXB7/HOXB13/ITGA3/NOG/ACE/PECAM1/SOX9/JMJD6/SMAD2/SMAD7/SMAD4/SERPINB7/BMP2/SDC4/MMP9/LAMA5/ADAMTS1/LIF/PDGFB/MAGED1/AMER1",106
"GO:0009611","GO:0009611","response to wounding","152/3609","456/14366",4.03858101157247e-05,0.00591652118195367,0.00499402425615238,"NMNAT1/MTOR/EPHB2/PAFAH2/PTPRF/CCN1/F3/PEAR1/USF1/KCNK2/TGFB2/ADAM17/FKBP1B/TGFA/DYSF/FER1L5/MERTK/IL1A/FAP/TFPI/FZD7/DGKD/ARL8B/TGFBR2/CCR1/PROS1/DCBLD2/GAP43/GATA2/PLSCR1/P2RY12/RAP2B/CLDN1/APOD/TXK/KDR/EREG/PPP3CA/NDNF/FGF2/SLC1A3/ISL1/ITGA2/IL6ST/HMGCR/F2R/F2RL1/NREP/LOX/SLC12A2/CTNNA1/FGF1/PDGFRB/F12/EDN1/DDR1/PPARD/MAPK14/GJA1/CCN2/MAP3K5/TNFAIP3/PDGFA/GLI3/EGFR/CLDN4/CD36/SERPINE1/PTN/CREB3L2/FZD6/EXT1/CCN4/KANK1/ANXA1/GNAQ/SYK/TGFBR1/KLF4/STXBP1/COL5A1/NRP1/ALOX5/PRKG1/PLAU/MYOF/SMPD1/ADM/SAA1/PAX6/CD59/MDK/CORO1B/FOLR1/YAP1/MCAM/ST3GAL4/ETS1/JAM3/ADIPOR2/DGKA/ERBB3/P2RX4/SCARB1/DGKH/AJUBA/FERMT2/HIF1A/ZFP36L1/ITPK1/SERPINA1/THBS1/TYRO3/RAB27A/MAP2K1/SMAD3/ABHD2/MAPK8IP3/ABAT/NOL3/CDH3/PLCG2/WFDC1/FOXF1/SARM1/NF1/GRN/ITGA2B/ITGB3/HOXB13/NOG/ITGB4/EVPL/ACTG1/SMAD2/SERPINB2/PTPRS/AXL/TGFB1/BLOC1S3/KLK6/FERMT1/THBD/MYL9/SRSF6/SDC4/HPS4/HMOX1/PDGFB/TSPO/FBLN1/ATP7A",152
"GO:0014812","GO:0014812","muscle cell migration","38/3609","84/14366",4.69736022231475e-05,0.00656540698739382,0.00554173656076227,"DOCK7/AGT/PLXNA1/TERT/ITGA2/PDGFRB/DDR1/PPARD/PDGFA/SERPINE1/DOCK4/BIN3/CCN3/HAS2/CCN4/ANXA1/NR4A3/NET1/NRP1/PRKG1/PLAU/PARVA/MDK/CORO1B/GSTP1/NOX4/SORL1/SIX1/SIX4/SEMA6D/IQGAP1/NDRG4/ITGB3/ACE/ROCK1/ADAMTS1/PDGFB/ATP7A",38
"GO:0045860","GO:0045860","positive regulation of protein kinase activity","116/3609","334/14366",4.70558179983857e-05,0.00656540698739382,0.00554173656076227,"PARK7/MTOR/CCN1/RAP1A/JTB/CKS1B/EFNA1/ADORA1/CHI3L1/TGFB2/AGT/ADAM17/SPDYA/CALM2/ETAA1/TGFA/DUSP19/STRADB/CAB39/COPS8/CAMK1/TGFBR2/MST1R/DOCK3/KIT/EPGN/EREG/AREG/BTC/PKD2/SNCA/BMPR1B/CENPE/FGF2/FBXW7/PDGFC/VEGFC/ACSL1/PRRC1/FGF1/CSF1R/PDGFRB/NEDD9/EDN1/CCND3/TPD52L1/MAP3K5/SNX9/MAP3K4/PDGFA/EGFR/PPP1R9A/ARHGEF5/TNFRSF10A/CLU/ANGPT1/ADCY8/VLDLR/SYK/TNFSF15/ABL1/ABI1/NRG3/AFAP1L2/ADAM8/MADD/ZFP91/INCENP/MAP3K11/CCND1/NOX4/TIRAP/GPRC5A/ERBB3/AGAP2/HMGA2/TAOK3/PIBF1/AJUBA/FERMT2/CALM1/AKT1/RASGRP1/THBS1/MAP2K1/IQGAP1/MLST8/PDPK1/EMP2/GPRC5B/TAOK2/NOD2/TRAF4/SRCIN1/CDC6/ITGB3/TOM1L1/ACE/GPRC5C/MALT1/TNFRSF11A/MAP2K2/TGFB1/CALM3/ANGPT4/CDC25B/PRNP/BMP2/TPX2/STK4/SDC4/PTPN1/CASS4/CARD10/PDGFB/MAGED1",116
"GO:0060627","GO:0060627","regulation of vesicle-mediated transport","151/3609","454/14366",4.84363148730834e-05,0.00660085593386672,0.00557165834978259,"ATP13A2/LDLRAP1/SGIP1/RAP1A/SNAPIN/SYT2/RAB4A/PKDCC/STON1/DYSF/FER1L5/MERTK/DGKD/RAB5A/PDCD6IP/GNAI2/CD47/GSK3B/STXBP5L/GATA2/RAB7A/DNAJC13/PLSCR1/PTX3/PLD1/STX18/SNCA/PPP3CA/DAB2/ITGA2/F2RL1/ZFYVE16/YIPF5/DOCK2/BTBD9/SMAP1/BVES/MICAL1/STXBP5/STX1A/CD36/SERPINE1/ZDHHC2/LGI3/PPP3CC/CLU/SDCBP/PIP4P2/RIMS2/ANGPT1/SLC30A8/ANXA1/SYK/STXBP1/NCS1/ABL1/IL15RA/STAM/KIF5B/NRP1/SMPD1/TUB/ARHGAP1/PTPRJ/EHD1/TPCN2/GAB2/PICALM/MTMR2/EXPH5/RDX/BACE1/VPS11/CBL/SORL1/KLRC2/BICD1/SLC4A8/TAMALIN/CD63/RAB5B/SCYL2/ATXN2/SCARB1/LAMP1/RAB2B/STXBP6/PRKD1/LGALS3/AKAP5/RAB15/CALM1/VPS18/RAB27A/RAB8B/MAP2K1/SH3GL3/RAB26/PDPK1/SYT17/PRKCB/PRRT2/DOC2A/CORO1A/STX1B/PYCARD/ITGAM/NOD2/NDRG4/PLCG2/CDH13/FOXF1/ARHGAP44/MYO18A/AP2B1/RAB5C/NSF/ITGB3/UNC13D/SPHK1/RAB31/ROCK1/RAB27B/NEDD4L/MAP2K2/STXBP2/GIPC1/RAB8A/AXL/CALM3/SPHK2/AP2A1/NR1H2/TBC1D20/SIRPA/TGM2/SDC4/PTPN1/DNAJC5/ITGB2/MAPK1/HMOX1/RAC2/PLA2G6/PACSIN2/IL1RAPL1/MSN/OPHN1/SNX12/APLN/ATP6AP1",151
"GO:0046165","GO:0046165","alcohol biosynthetic process","48/3609","114/14366",5.0965522234771e-05,0.00678768091581268,0.00572935380337772,"PARK7/DHDDS/DHCR24/PRKAA2/GBA/HSD17B7/LBR/ITPKB/HRH1/IP6K1/CLCN2/QDPR/SNCA/FGF2/MSMO1/HMGCS1/HMGCR/FGF1/BMP6/IP6K3/CYP51A1/INSIG1/FDFT1/ASAH1/IDI1/ERLIN1/DKK3/DHCR7/PTS/SC5D/CYP27B1/MVK/PCK2/GCH1/SPTLC2/PLCG2/MVD/SPHK1/ISYNA1/ITPKC/SPHK2/BMP2/NTSR1/LSS/SEC14L2/CYB5R3/EBP/NSDHL",48
"GO:0090050","GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","15/3609","23/14366",5.70926993774657e-05,0.00730549461310172,0.00616643060660409,"GATA2/KDR/FGF2/PLK2/HDAC9/ANXA1/ABL1/JCAD/NRP1/PIK3C2A/HDAC7/RHOJ/MAP3K3/HMOX1/SRPX2",15
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","63/3609","161/14366",5.74539589147112e-05,0.00730549461310172,0.00616643060660409,"EPHA2/CLIC4/PBX1/AGT/GDF7/HOXD13/GBX2/TGFBR2/PLXNA1/PLXND1/TP63/KDR/AREG/PKD2/LEF1/FGF2/SPRY1/ADAMTS16/FOXD1/FGF1/EDN1/DDR1/PDGFA/HOXA5/GLI3/SEMA3A/SFRP1/EYA1/EXT1/ABL1/NRP1/DLG5/DCHS1/ADM/WT1/MDK/YAP1/NTN4/TBX3/MMP14/NFATC4/FOXA1/SIX1/SIX4/CTSH/SOX8/SALL1/FOXF1/LHX1/HOXB7/HOXB13/NOG/SOX9/GRB2/SOCS3/LAMA1/SMAD4/BMP2/TGM2/STK4/LAMA5/SOX10/MAGED1",63
"GO:0001657","GO:0001657","ureteric bud development","36/3609","79/14366",6.09740618676034e-05,0.00730549461310172,0.00616643060660409,"PBX1/AGT/KIF26B/RARB/ROBO2/PKD2/FGF2/SPRY1/ADAMTS16/FOXD1/FGF1/FOXC1/GLI3/SFRP1/EYA1/GATA3/DCHS1/WT1/SIX1/SIX4/FMN1/SMAD6/SMAD3/SOX8/SALL1/LHX1/HOXB7/NOG/SOX9/SMAD2/SMAD7/SMAD4/BMP2/SDC4/LAMA5/MAGED1",36
"GO:0001763","GO:0001763","morphogenesis of a branching structure","67/3609","174/14366",6.12108752360383e-05,0.00730549461310172,0.00616643060660409,"EPHA2/CLIC4/PBX1/AGT/GDF7/RTN4/HOXD13/GBX2/TGFBR2/SETD2/PLXNA1/PLXND1/SHOX2/TP63/KDR/AREG/PKD2/LEF1/FGF2/SPRY1/ADAMTS16/FOXD1/FGF1/EDN1/DDR1/PDGFA/HOXA5/GLI3/SEMA3A/SFRP1/EYA1/EXT1/ABL1/NRP1/COL13A1/DLG5/DCHS1/ADM/WT1/MDK/YAP1/NTN4/TBX3/MMP14/NFATC4/FOXA1/SIX1/SIX4/CTSH/SOX8/SALL1/FOXF1/LHX1/HOXB7/HOXB13/NOG/SOX9/GRB2/SOCS3/LAMA1/SMAD4/BMP2/TGM2/STK4/LAMA5/SOX10/MAGED1",67
"GO:1902893","GO:1902893","regulation of pri-miRNA transcription by RNA polymerase II","26/3609","51/14366",6.26123674212767e-05,0.00730549461310172,0.00616643060660409,"JUN/TGFB2/PPARG/GATA2/FGF2/TERT/NR3C1/PPARD/KLF4/GATA3/TEAD1/WT1/ETS1/KLF5/NFATC4/HIF1A/FOS/SMAD6/SMAD3/SOX9/SMAD4/TGFB1/BMP2/PDGFB/SREBF2/APLN",26
"GO:0001823","GO:0001823","mesonephros development","37/3609","82/14366",6.29287174331284e-05,0.00730549461310172,0.00616643060660409,"PBX1/AGT/KIF26B/RARB/ROBO2/PKD2/FGF2/SPRY1/ADAMTS16/FOXD1/FGF1/FOXC1/GLI3/SFRP1/EYA1/OSR2/GATA3/DCHS1/WT1/SIX1/SIX4/FMN1/SMAD6/SMAD3/SOX8/SALL1/LHX1/HOXB7/NOG/SOX9/SMAD2/SMAD7/SMAD4/BMP2/SDC4/LAMA5/MAGED1",37
"GO:1901342","GO:1901342","regulation of vasculature development","93/3609","259/14366",6.45389331883046e-05,0.00730549461310172,0.00616643060660409,"PIK3CD/EPHA2/HSPG2/JAK1/F3/SARS1/EFNA3/EFNA1/CHI3L1/VASH2/TGFB2/AGT/EMILIN1/IL1A/STAT1/PPARG/TGFBR2/GATA2/PLXND1/KDR/FGF2/GAB1/VEGFC/TERT/ISL1/PLK2/ERAP1/SEMA6A/SLC12A2/FGF1/SPINK5/FOXC1/TNFAIP3/THBS2/TWIST1/ITGB8/GPNMB/HOXA5/AQP1/SERPINE1/TSPAN12/PTN/HIPK2/SFRP1/MTDH/ENPP2/NINJ1/KLF4/ABL1/JCAD/NRP1/ALOX5/RNH1/STIM1/ADM/PDE3B/HTATIP2/MDK/VEGFB/ETS1/C3AR1/RAPGEF3/HMGA2/COL4A2/PRKD1/HIF1A/RHOJ/PGF/WARS1/THBS1/ADAM10/CTSH/MINAR1/PDPK1/EMP2/PRKCB/NF1/JUP/GRN/SPHK1/PTPRM/ROCK1/GATA6/KLF2/YJEFN3/FUT1/ANGPT4/ISM1/ID1/ADAMTS1/HMOX1/ADM2/MECP2",93
"GO:0006644","GO:0006644","phospholipid metabolic process","118/3609","343/14366",6.48269146555101e-05,0.00730549461310172,0.00616643060660409,"PIK3CD/DHDDS/PIGK/MTMR11/PIGC/PRDX6/ETNK2/LPGAT1/CAPN2/ITPKB/MBOAT2/EFR3B/SOCS5/TTC7A/INPP1/INPP5D/DGKD/OSBPL10/PLCD1/IP6K1/ABHD6/PLA1A/PLSCR1/PLD1/LIPH/PCYT1A/GPAT3/CDS1/SNCA/FGF2/INPP4B/LPCAT1/HMGCS1/PIK3R1/HEXB/SERINC5/CSF1R/PDGFRB/AGPAT1/IP6K3/PPARD/ADGRF5/SMPD2/FIG4/SERINC1/SYNJ2/PDGFA/FDFT1/LPL/GPAT4/FABP5/PIP4P2/ENPP2/DOLK/DOLPP1/AGPAT2/IDI1/PIP4K2A/PI4K2A/PTDSS2/SMPD1/PIK3C2A/PTPMT1/FADS1/PLAAT3/RAB38/MTMR2/ATM/DPAGT1/PLBD1/DGKA/PIP4K2C/MVK/PLBD2/PITPNM2/SCARB1/DGKH/PIP4P1/ABHD4/AJUBA/SGPP1/SPTLC2/LPCAT4/CHP1/PIGB/ABCA3/CDIPT/PLA2G15/VAC14/PLCG2/MVD/PIP4K2B/ORMDL3/SOCS3/PCYT2/MPPE1/GATA6/PLPPR3/GPX4/ABHD8/ISYNA1/ITPKC/SPHK2/NR1H2/CDS2/PLCB1/PIGU/PIGP/AGPAT3/INPP5J/PISD/PLA2G6/PDGFB/PCYT1B/MTMR8/HTR2C/MECP2/TAFAZZIN",118
"GO:0097529","GO:0097529","myeloid leukocyte migration","58/3609","146/14366",6.76680910384061e-05,0.00734609271372505,0.00620069869980133,"PIK3CD/NBL1/PDE4B/TGFB2/EMILIN1/DPP4/HRH1/MYD88/CCR1/CD47/CD200/P2RY12/WDR1/KIT/CXCL6/CXCL1/CXCL5/CXCL3/CXCL2/VEGFC/PTGER4/CSF1R/EDN1/SERPINE1/TRIM55/CCN3/ANXA1/SYK/ADAM8/CD81/SWAP70/SAA1/MDK/VEGFB/TIRAP/JAM3/C3AR1/PTPRO/IRAK4/P2RX4/EDNRB/MMP14/LGALS3/PGF/LGMN/THBS1/NOD2/CCL18/PECAM1/TNFRSF11A/RPS19/SIRPA/PLCB1/ITGB2/MAPK1/RAC2/PDGFB/XG",58
"GO:0051101","GO:0051101","regulation of DNA binding","46/3609","109/14366",6.76943697169203e-05,0.00734609271372505,0.00620069869980133,"PARK7/MAD2L2/KDM1A/JUN/NGF/PYHIN1/IFI16/NEK2/CALM2/SUMO1/PER2/PPARG/LEF1/FBXW7/ISL1/ITGA2/IRF4/FOXC1/TWIST1/HIPK2/TNKS/HABP4/KLF4/GATA3/TRIM6/PAX6/MMP8/DDIT3/HMGA2/RB1/POU4F1/NFKBIA/CALM1/SIN3A/ZBTB7C/SIRT2/TGFB1/CALM3/ID1/CPNE1/MMP9/LIF/HMOX1/H1-0/EP300/TMSB4X",46
"GO:0044283","GO:0044283","small molecule biosynthetic process","151/3609","458/14366",7.88760383691618e-05,0.0081484251232202,0.00687793239698432,"PRXL2B/ACOT7/PARK7/PGD/UBIAD1/HMGCL/DHDDS/WDTC1/ELOVL1/OSBPL9/SCP2/DHCR24/PRKAA2/CTH/ACADM/PHGDH/PRKAB2/GBA/CLK2/HSD17B7/LPGAT1/ATF3/LBR/ITPKB/COQ8A/ZNF692/ABHD1/PPP4R3B/KDM3A/THNSL2/GAD1/OSBPL6/PECR/PER2/DTYMK/HRH1/KAT2B/IP6K1/HACD2/MGLL/CLCN2/LIPH/QDPR/MTHFD2L/COQ2/SNCA/ELOVL6/FGF2/MSMO1/AMACR/SLC1A3/HMGCS1/HMGCR/SERINC5/FGF1/BMP6/ELOVL2/EDN1/HSD17B8/IP6K3/PDSS2/MTHFD1L/PSPH/CYP51A1/INSIG1/FDFT1/ASAH1/LPL/SNAI2/FABP5/MTAP/ALDH1A1/ANXA1/RFK/SYK/PTGES/ASS1/IDI1/AKR1C3/HACD1/ALOX5/ERLIN1/SCD/CHST15/ADM/DKK3/APIP/HSD17B12/OSBP/FADS2/FADS1/FADS3/PC/GSTP1/DHCR7/DGAT2/AASDHPPT/PTS/NNMT/SC5D/ACSM4/BCAT1/CYP27B1/MVK/AACS/PIBF1/PCK2/GCH1/ACOT4/SPTLC2/SORD/GATM/SLC27A2/ABHD2/ALDH1A3/SELENOS/ABAT/GOT2/PLCG2/MVD/SRR/SHMT1/HSD17B1/G6PC3/OSBPL7/SPHK1/GPX4/GAMT/TECR/ILVBL/ISYNA1/GPI/ITPKC/SPHK2/NR1H2/BMP2/ADA/NTSR1/CBR1/PDXK/LSS/ADA2/SLC25A1/SEC14L2/EP300/CYB5R3/EBP/PLP1/NSDHL/ABCD1/FAM3A",151
"GO:0072163","GO:0072163","mesonephric epithelium development","36/3609","80/14366",8.42912016451273e-05,0.0081484251232202,0.00687793239698432,"PBX1/AGT/KIF26B/RARB/ROBO2/PKD2/FGF2/SPRY1/ADAMTS16/FOXD1/FGF1/FOXC1/GLI3/SFRP1/EYA1/GATA3/DCHS1/WT1/SIX1/SIX4/FMN1/SMAD6/SMAD3/SOX8/SALL1/LHX1/HOXB7/NOG/SOX9/SMAD2/SMAD7/SMAD4/BMP2/SDC4/LAMA5/MAGED1",36
